"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"639161","10","SFR+AADU+DADU","3","3","3","1928","2709","3","3","0","4","5","3","2024","2024","100","N","N","Y","2","N","1","1255      NE 98TH                      ST      ","1255 ","   ","NE","98TH                     ","ST  ","  ",""
"639163","4","10 Unit Mixed Use Condo","1","6","10","3245","1001","4","4","100","2","7","3","2024","2024","100","Y","Y","Y","2","N","1","8            100TH                     AVE  NE 98004","8    ","   ","  ","100TH                    ","AVE ","NE","98004"
"639164","10","SFR+AADU+DADU","2","2","3","1321","2537","4","3","0","4","4","3","2004","2004","100","N","N","N","2","N","1","16023        11TH                      AVE  SW 98166","16023","   ","  ","11TH                     ","AVE ","SW","98166"
"639166","10","SFR + DADU","2","2","2","1804","833","4","3","0","4","4","3","2022","2022","100","N","N","Y","2","N","1","130          28TH                      AVE     ","130  ","   ","  ","28TH                     ","AVE ","  ",""
"639170","1","2 unit condo","1","2","2","1046","4012","3","3","0","4","3","3","1981","1981","100","N","N","Y","2","Y","1","12710        100TH                     AVE  NE 98034","12710","   ","  ","100TH                    ","AVE ","NE","98034"
"639171","10","SFR + DADU","2","2","2","1850","4474","4","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","14337        22ND                      AVE  NE 98125","14337","   ","  ","22ND                     ","AVE ","NE","98125"
"639181","1","","1","0","3","1","0","1","0","0","4","4","3","0","0","0"," "," "," ","0"," ","0","12015        36TH                      AVE  NE 98125","12015","   ","  ","36TH                     ","AVE ","NE","98125"
"639190","1","FLATS","1","4","24","1149","687","3","3","0","4","5","4","1984","1993","100","Y","Y","Y","2","N","1","5000         CALIFORNIA                AVE  SW 98136","5000 ","   ","  ","CALIFORNIA               ","AVE ","SW","98136"
"639191","10","SFR + DADU","2","2","2","1233","3649","4","3","0","4","6","3","2023","2023","100","N","N","Y","2","N","1","1524      NE 90TH                      ST      98115","1524 ","   ","NE","90TH                     ","ST  ","  ","98115"
"639192","10","SFR+AADU+DADU","2","3","3","1627","2756","3","3","0","4","4","3","2024","2024","50","N","N","Y","2","N","1","12057        3RD                       AVE  NE 98125","12057","   ","  ","3RD                      ","AVE ","NE","98125"
"639197","1","TOWNHOUSE CONDO UNITS","1","3","7","1464","1411","3","3","0","4","5","3","2022","2022","100","N","Y","Y","2","N","1","18709        1ST                       AVE  NE ","18709","   ","  ","1ST                      ","AVE ","NE",""
"639210","10","4 THs and 2 Det SFRs","4","2","6","1167","2196","4","3","0","4","4","3","2023","2023","100","N","N","N","0","N","1","13251        8TH                       AVE  S  98168","13251","   ","  ","8TH                      ","AVE ","S ","98168"
"639212","10","SFR+DADU","2","2","2","1","0","4","3","0","4","4","3","2024","2024","95","N","N","N","2","N","1","10248        42ND                      AVE  SW 98146","10248","   ","  ","42ND                     ","AVE ","SW","98146"
"639230","10","SFR+AADU+DADU","2","2","3","1339","4087","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","12837        9TH                       AVE  SW ","12837","   ","  ","9TH                      ","AVE ","SW",""
"639139","1","2 UNIT CONDO - DET SFR","2","2","2","1710","4556","4","3","100","4","5","3","2018","2018","100","N","N","Y","2","N","1","1525      NE 171ST                     ST      ","1525 ","   ","NE","171ST                    ","ST  ","  ",""
"639141","1","2 UNIT CONDO - SFR, MH","2","1","2","1224","6005","3","3","0","4","4","5","1950","2014","100","N","N","Y","2","N","1","17404        10TH                      AVE  NE 98155","17404","   ","  ","10TH                     ","AVE ","NE","98155"
"639142","1","2 UNIT CONDO - DET SFR","2","2","2","2920","9140","3","4","0","4","6","3","2006","2006","100","N","N","Y","2","N","1","17854        ASHWORTH                  AVE  N  ","17854","   ","  ","ASHWORTH                 ","AVE ","N ",""
"639153","10","DET SFR+AADU+DADU","2","2","3","960","1890","3","3","0","4","4","3","2022","2022","100","N","N"," ","2","N","1","536       N  102ND                     ST      ","536  ","   ","N ","102ND                    ","ST  ","  ",""
"639154","10","2 UNIT CONDO - DET SFR","2","2","2","1488","4090","4","3","0","4","5","3","2015","2015","100","N","N","Y","2","N","1","13017        1ST                       AVE  NW ","13017","   ","  ","1ST                      ","AVE ","NW",""
"639162","10","SFR+DADU","2","2","2","1","2300","3","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","123          MARTIN LUTHER KING JR     WAY     98122","123  ","   ","  ","MARTIN LUTHER KING JR    ","WAY ","  ","98122"
"639165","4","Flats + 1 Coml Unit","1","3","20","450","360","2","2","0","3","5","5","1923","2008","100","N","Y","N","1","Y","1","122       W  MAIN                      ST      98002","122  ","   ","W ","MAIN                     ","ST  ","  ","98002"
"639168","10","SFR + DADU","2","2","2","1466","2040","4","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","131          29TH                      AVE  E  ","131  ","   ","  ","29TH                     ","AVE ","E ",""
"639182","1","","1","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","12011        36TH                      AVE  NE 98125","12011","   ","  ","36TH                     ","AVE ","NE","98125"
"639195","10","SFR+DADU","2","2","2","1932","2442","4","3","0","4","4","3","2020","2020","100","N","N","Y","2","N","1","10055        8TH                       AVE  NW ","10055","   ","  ","8TH                      ","AVE ","NW",""
"639198","10","SFR + DADU","2","2","2","1395","3300","4","3","0","4","5","3","2022","2022","100","N","N","Y","2","N","1","11812        32ND                      AVE  NE 98125","11812","   ","  ","32ND                     ","AVE ","NE","98125"
"639199","1","10202 NE 189th St","2","2","2","2757","3597","3","4","0","4","5","3","2022","2022","100","N","N","Y","2","N","1","10202     NE 189TH                     ST      98011","10202","   ","NE","189TH                    ","ST  ","  ","98011"
"639202","10","SFR + DADU","2","2","2","1089","4334","4","3","0","4","4","3","2022","2023","100","N","N","N","2","N","1","14048        35TH                      AVE  NE 98125","14048","   ","  ","35TH                     ","AVE ","NE","98125"
"639203","10","DET SFR + DADU","2","2","2","1755","3187","4","3","0","4","4","3","2022","2022","100","N","N","Y","2","N","1","11715        2ND                       AVE  NW 98177","11715","   ","  ","2ND                      ","AVE ","NW","98177"
"639211","10","SFR + AADU + DADU","2","2","3","1097","2700","4","3","0","4","5","3","2022","2023","100","N","N","N","2","N","1","13018        23RD                      AVE  NE ","13018","   ","  ","23RD                     ","AVE ","NE",""
"639232","10","SFR+AADU+DADU","2","2","3","1341","3829","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","12839        9TH                       AVE  SW 98146","12839","   ","  ","9TH                      ","AVE ","SW","98146"
"639601","1","","0","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","14321        INTERLAKE                 AVE  N  98133","14321","   ","  ","INTERLAKE                ","AVE ","N ","98133"
"639720","10","3 Det SFRs","3","2","3","1256","2894","3","3","0","4","4","3","2022","2022","100","N","N","Y","2","N","1","2517      S  ORCAS                     ST      98108","2517 ","   ","S ","ORCAS                    ","ST  ","  ","98108"
"639793","10","SFR+ Future SFR&2-AADU","4","2","4","1141","1665","3","3","0","4","4","3","2024","2024","25","N","N","N","2","N","1","12046        HIRAM                     PL   NE 98125","12046","   ","  ","HIRAM                    ","PL  ","NE","98125"
"639795","1","Three Detached SFR Units","3","2","3","2000","4714","4","3","0","4","5","3","2024","2024","100","N","N","Y","2","N","1","11411     NE 95TH                      ST      98033","11411","   ","NE","95TH                     ","ST  ","  ","98033"
"639807","1","3 townhome units","1","2","3","2319","2502","3","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","18303        96TH                      AVE  NE 98011","18303","   ","  ","96TH                     ","AVE ","NE","98011"
"639808","10","SFR + TOWNHOUSES","2","3","3","1012","1763","3","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","14337        ROSLYN                    PL   N  98133","14337","   ","  ","ROSLYN                   ","PL  ","N ","98133"
"639812","10","SFR+DADU","2","2","2","1049","2626","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","14338        ASHWORTH                  AVE  N  98133","14338","   ","  ","ASHWORTH                 ","AVE ","N ","98133"
"639815","10","SFR+DADU","2","2","2","1569","2509","3","3","0","4","5","3","2023","2023","100","N","N","N","2","N","1","10516        EVANSTON                  AVE  N  98133","10516","   ","  ","EVANSTON                 ","AVE ","N ","98133"
"639820","10","SFR+DADU","2","1","2","1709","5815","3","3","0","4","4","3","2024","2024","100","N","N","Y","2","N","1","11623        MERIDIAN                  AVE  N  98133","11623","   ","  ","MERIDIAN                 ","AVE ","N ","98133"
"639830","10","SFR+AADU+DADU","3","3","3","1872","2936","4","3","0","4","5","3","2023","2023","100","N","N","N","2","N","1","12521        12TH                      AVE  NE 98125","12521","   ","  ","12TH                     ","AVE ","NE","98125"
"639840","10","1 detached sfr and 1 DADU","2","2","2","2070","5412","4","4","0","4","4","3","2024","2024","100"," "," ","Y","2"," ","1","10615     NE 57TH                      ST      98033","10615","   ","NE","57TH                     ","ST  ","  ","98033"
"639884","1","","1","0","2","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","1844         MARKET                    ST      98033","1844 ","   ","  ","MARKET                   ","ST  ","  ","98033"
"609497","10","SFR+AADU+DADU","3","3","3","1594","1683","4","3","0","4","4","3","2024","2024","100","N","N","Y","2","N","1","9020         4TH                       AVE     ","9020 ","   ","  ","4TH                      ","AVE ","  ",""
"609515","10","Condo+ADU+DADU","6","3","6","1328","1681","3","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","9233         3RD                       AVE  NW 98117","9233 ","   ","  ","3RD                      ","AVE ","NW","98117"
"609595","1","FLATS","1","4","12","932","600","3","3","0","4","5","4","1984","1997","100","Y","Y","Y","2","N","1","521          SUMMIT                    AVE  E  98102","521  ","   ","  ","SUMMIT                   ","AVE ","E ","98102"
"610710","10","SFR+DADU","2","2","2","2413","6680","4","3","0","4","5","3","2024","2024","100","N","N","Y","2","N","1","12222     N  106TH                     ST      98033","12222","   ","N ","106TH                    ","ST  ","  ","98033"
"610825","3"," ","1","3","7","728","476","3","3","0","3","4","3","1900","1975","0","N","Y","N","1"," ","0","314          1ST                       AVE  S  98104","314  ","   ","  ","1ST                      ","AVE ","S ","98104"
"610845","3","19-UNIT MEDICAL TOWER","1","10","19","7503","3234","5","5","0","1","4","0","1985","1985","100","N","Y"," ","0","N","0","1229         MADISON                   ST      98104","1229 ","   ","  ","MADISON                  ","ST  ","  ","98104"
"611190","3","Offices/Retail","2","1","2","3660","24393","3","3","0","4","5","3","1987","1987","100","N"," "," ","0"," ","1","17700        1ST                       AVE  S  98148","17700","   ","  ","1ST                      ","AVE ","S ","98148"
"611840","1","Flats","3","3","42","974","1450","3","3","0","4","4","4","1990","1990","100","N","N","Y","2","N","1","17624        1ST                       AVE  S  98148","17624","   ","  ","1ST                      ","AVE ","S ","98148"
"613740","2","26 UNIT CONDO","7","2","27","1097","2374","3","2","0","4","4","3","1971","1995","100","N","N","Y","1","Y","0","17414        12TH                      AVE  NE 98155","17414","   ","  ","12TH                     ","AVE ","NE","98155"
"613960","1","3 UNIT CONDO","2","3","3","1167","1666","3","3","0","4","4","5","1900","1990","100","N","N","N","2","Y","1","716       N  43RD                      ST      98103","716  ","   ","N ","43RD                     ","ST  ","  ","98103"
"614530","1","14 UNIT CONDO","7","2","14","1354","1578","3","3","0","4","5","3","2001","2001","100","N","N","Y","2","N","1","821       N  145TH                     CT      98133","821  ","   ","N ","145TH                    ","CT  ","  ","98133"
"614910","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"615995","3"," ","0","0","0","0","0","0","0","0","0","0","0","2003","2003","0"," "," "," ","0"," ","0","1515         9TH                       AVE     98101","1515 ","   ","  ","9TH                      ","AVE ","  ","98101"
"616300","1","SFR + Land Units","1","1","3","810","2765","4","3","0","4","4","3","2022","2021","33","N","N","N","2","N","1","8005      NE 143RD                     ST      ","8005 ","   ","NE","143RD                    ","ST  ","  ",""
"616695","1","2 UNIT CONDO","1","2","2","1456","6561","2","3","0","4","5","3","2013","2013","100","N","N","Y","2","N","1","17432        10TH                      AVE  NE  98155","17432","   ","  ","10TH                     ","AVE ","NE"," 98155"
"618300","1","FLATS","1","3","6","1448","2425","3","3","0","4","5","3","1984","1998","100","Y","Y","Y","2","N","1","6303      NE 181ST                     ST      98028","6303 ","   ","NE","181ST                    ","ST  ","  ","98028"
"619030","1","9 UNIT CONDO","1","3","9","704","895","3","3","0","4","4","4","1967","1990","100","N","Y","N","2","Y","1","3401         ALBION                    PL   N  98103","3401 ","   ","  ","ALBION                   ","PL  ","N ","98103"
"619530","3","WAREHOUSE CONDO TYP DESIGN/LAYOU","1","1","2","8894","23078","3","3","0","2","4","0","1996","1996","100","N","N"," ","0","N","0","25219        74TH                      AVE  S  98032","25219","   ","  ","74TH                     ","AVE ","S ","98032"
"619597","1","22 UNIT CONDO","2","3","22","763","682","3","3","0","4","4","5","1969","2007","100","N","Y","N","2","Y","1","5501         11TH                      AVE  NW 98107","5501 ","   ","  ","11TH                     ","AVE ","NW","98107"
"620925","1","DET SFR + DADU","2","1","2","875","2417","4","3","0","4","4","4","1947","1998","100","N","N","N","2","N","1","327       NW 88TH                      ST      98117","327  ","   ","NW","88TH                     ","ST  ","  ","98117"
"620960","2","18-UNIT CONDOMINIUM USED AS APTS.","1","4","18","747","833","3","3","100","4","6","3","1978","2000","100","Y","Y"," ","2","N","0","3023         14TH                      AVE  W  98119","3023 ","   ","  ","14TH                     ","AVE ","W ","98119"
"630890","1","2006 Apt Conversion ","2","4","52","850","1312","3","3","65","4","6","4","1968","1983","100","Y","Y","N","2","Y","1","680          122ND                     AVE  NE 98005","680  ","   ","  ","122ND                    ","AVE ","NE","98005"
"635195","7"," ","10","1","11","1286","1673","3","3","0","4","4","0","1930","1997","100","N","N"," ","2","Y","0","2770         WESTLAKE                  AVE  N   ","2770 ","   ","  ","WESTLAKE                 ","AVE ","N "," "
"636390","1","FLATS","1","3","9","796","827","3","3","0","4","4","4","1968","1975","100","N","Y","N","1","Y","1","8217         5TH                       AVE  NE 98115","8217 ","   ","  ","5TH                      ","AVE ","NE","98115"
"638513","1","12 FLAT UNITS","1","4","12","1195","877","4","3","0","4","4","4","1984","1995","100","Y","Y","Y","2","N","1","666       W  OLYMPIC                   PL      98119","666  ","   ","W ","OLYMPIC                  ","PL  ","  ","98119"
"638528","1","40 UNIT CONDOMINIUM","7","2","40","1536","6242","3","3","0","4","5","3","1993","1993","100","N","N","Y","2","N","1","7300         134TH                     AVE  SE 98059","7300 ","   ","  ","134TH                    ","AVE ","SE","98059"
"638530","3","OLYMPIC SAVINGS TOWER OFFICE","1","13","14","5874","872","4","3","0","2","6","0","1929","1975","100","Y","Y"," ","0","Y","0","217          PINE                      ST      98000","217  ","   ","  ","PINE                     ","ST  ","  ","98000"
"638770","1","32 TOWNHOUSE CONDO","5","2","32","1316","3487","3","3","0","4","4","3","1979","1990","100","N","N","Y","2","N","1","14447        124TH                     AVE  NE 98034","14447","   ","  ","124TH                    ","AVE ","NE","98034"
"642900","1","2008 APT CONVERSION","1","3","19","762","716","3","3","0","4","4","5","1981","2003","100","Y","Y","N","2","Y","1","2230      NW 59TH                      ST      98107","2230 ","   ","NW","59TH                     ","ST  ","  ","98107"
"643200","1","FLATS","1","3","6","1270","1130","4","4","0","4","5","3","2000","2000","100","Y","Y","Y","2","N","1","1594         ALKI                      AVE  SW 98116","1594 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"643410","1","Townhouses","24","3","70","1623","2520","4","3","0","4","4","3","2006","2006","100","N","N","Y","2","N","1","6895         HOLLY PARK                DR   S  98118","6895 ","   ","  ","HOLLY PARK               ","DR  ","S ","98118"
"645345","1","Flats","5","3","60","972","1760","3","3","0","4","3","3","1990","2005","100","N","N","Y","2","Y","1","29645        18TH                      AVE  S  98003","29645","   ","  ","18TH                     ","AVE ","S ","98003"
"645360","1","Detached T/H's","11","2","11","1532","4285","2","4","0","4","6","4","1990","1990","100","N","N","Y","2","N","1","8038         118TH                     CT   NE 98033","8038 ","   ","  ","118TH                    ","CT  ","NE","98033"
"645710","1","Townhouses","2","2","4","2145","2505","3","3","0","4","4","3","1999","1999","100","N","N","Y","2","N","1","432       S  156TH                     ST      98148","432  ","   ","S ","156TH                    ","ST  ","  ","98148"
"660028","4","21 RESIDENTIAL UNITS 2 COML UNIT","1","4","21","1491","1039","3","3","0","4","6","3","1997","1997","100","Y","Y","Y","2","N","1","200       NE PACIFIC                   ST      98105","200  ","   ","NE","PACIFIC                  ","ST  ","  ","98105"
"660047","3"," ","0","0","0","0","0","0","0","0","0","0","0","1999","1999","100","N"," "," ","0"," ","0","1612         6TH                       AVE     98101","1612 ","   ","  ","6TH                      ","AVE ","  ","98101"
"660740","1","11 UNIT CONDO","1","4","11","804","1014","3","3","0","4","4","5","1968","2002","100","Y","N","Y","2","Y","1","121       N  46TH                      ST      98103","121  ","   ","N ","46TH                     ","ST  ","  ","98103"
"661530","1","6 FLAT UNITS & 2 PKG UNITS","2","2","6","930","2000","4","3","0","4","6","5","1908","1982","100","N","N","Y","2","Y","1","1546         PALM                      AVE  SW 98116","1546 ","   ","  ","PALM                     ","AVE ","SW","98116"
"661900","1","Townhouses","1","3","4","1796","1811","4","4","0","4","6","3","2005","2005","100","N","Y","Y","2","N","1","421          2ND                       ST   S  98033","421  ","   ","  ","2ND                      ","ST  ","S ","98033"
"662820","1","Flats","1","3","6","1807","3415","2","3","0","4","6","3","1989","1989","100","Y","Y","Y","2","N","1","11234     NE 68TH                      ST      98033","11234","   ","NE","68TH                     ","ST  ","  ","98033"
"664105","1","FLATS & TOWNHOUSES","5","3","29","968","2856","3","3","0","4","4","3","1992","1994","100","N","N","Y","2","N","1","8545         166TH                     AVE  NE 98052","8545 ","   ","  ","166TH                    ","AVE ","NE","98052"
"664188","2","NEWER CONVERSION-PROB DESIGNED","1","3","15","746","707","3","3","27","4","4","3","1990","2001","100","Y","Y","N","2","Y","1","132          24TH                      AVE  E  98112","132  ","   ","  ","24TH                     ","AVE ","E ","98112"
"664700","1","6 UNIT CONDO","1","3","6","655","800","3","3","25","4","4","4","1980","2000","100","N","N","Y","2","Y","1","3903         WOODLAND PARK             AVE  N  98103","3903 ","   ","  ","WOODLAND PARK            ","AVE ","N ","98103"
"664822","1","FLATS & 1  TOWNHOUSE","1","3","6","974","928","3","3","0","4","4","4","1977","1987","100","N","Y","Y","2","Y","1","700          15TH                      AVE  E  98112","700  ","   ","  ","15TH                     ","AVE ","E ","98112"
"664860","1","Condos, Flats","1","3","7","1335","1853","4","3","0","4","4","3","1988","1988","100","Y","N","Y","2","N","1","312          4TH                       AVE     98033","312  ","   ","  ","4TH                      ","AVE ","  ","98033"
"664873","1","5 DET SFR CONDO UNITS","5","2","5","1311","3968","3","4","0","4","5","4","1994","1994","100","N","N","Y","2","N","1","26503     NE VALLEY                    ST      98019","26503","   ","NE","VALLEY                   ","ST  ","  ","98019"
"664883","1","Townhouses & 1 Flat","3","2","9","1118","2959","3","3","0","4","4","3","1989","1989","100","N","N","Y","2","Y","1","6530      S  153RD                     ST      98188","6530 ","   ","S ","153RD                    ","ST  ","  ","98188"
"664935","3","Live/Work Mixed Use","1","2","4","1397","2750","3","3","0","4","4","3","2005","2005","100","N","N","Y","0","N","1","2559         21ST                      AVE  W  ","2559 ","   ","  ","21ST                     ","AVE ","W ",""
"665480","1","2 DET SFR CONDO UNITS","2","2","2","3440","7352","2","3","0","4","5","3","2006","2006","100","Y","N","Y","2","N","1","508       N  180TH                     ST      98133","508  ","   ","N ","180TH                    ","ST  ","  ","98133"
"665960","1","4 UNIT CONDO","1","2","4","935","1343","2","2","0","4","2","3","1967","1967","100","N","N"," ","1","Y","1","427          PARK                      AVE  N  98055","427  ","   ","  ","PARK                     ","AVE ","N ","98055"
"666710","1","Det SFRs","148","2","148","2569","8966","3","3","0","4","4","3","2006","2006","100","N","N","Y","2","N","1","22243        44TH                      AVE  S  98032","22243","   ","  ","44TH                     ","AVE ","S ","98032"
"666780","3","183 BOAT MOORAGES & CLUBHOUSE","1","1","183","0","1410","4","4","0","4","4","3","1965","1970","100","N","Y"," ","0","N","1","9050         SEWARD PARK               AVE  S  98118","9050 ","   ","  ","SEWARD PARK              ","AVE ","S ","98118"
"666885","1","Flats","1","3","17","1115","941","3","3","0","4","4","3","1992","1994","100","Y","Y","Y","2","N","1","18210        73RD                      AVE  NE 98028","18210","   ","  ","73RD                     ","AVE ","NE","98028"
"666905","1","27 UNIT WATERFRONT CONDO","1","3","27","1010","1035","5","4","0","4","6","4","1969","1985","100","Y","Y","Y","2","Y","1","5535         LAKE WASHINGTON           BLVD NE 98033","5535 ","   ","  ","LAKE WASHINGTON          ","BLVD","NE","98033"
"666909","1","RES CONDO","1","3","7","979","1358","3","3","0","4","4","4","1991","1991","100","N","N","N","2","N","1","4811         PHINNEY                   AVE  N  98103","4811 ","   ","  ","PHINNEY                  ","AVE ","N ","98103"
"639231","10","SFR & DADU","2","2","2","942","5373","4","2","0","4","4","3","2025","2025","100","N","N","Y","2"," ","1","","     ","   ","","                         ","","",""
"639335","1","","0","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","             128TH                     AVE  NE 98030","     ","   ","  ","128TH                    ","AVE ","NE","98030"
"639550","4","FLATS","1","6","62","698","223","3","3","0","4","5","3","2001","2001","100","Y","Y","N","2","Y","1","1125      E  OLIVE                     ST      98122","1125 ","   ","E ","OLIVE                    ","ST  ","  ","98122"
"639555","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"639791","1","","1","0","2","1","0","0","0","0","4","4","3","2025","0","0"," "," "," ","0"," ","0","10420        2ND                       PL   SW 98146","10420","   ","  ","2ND                      ","PL  ","SW","98146"
"639792","1","","0","0","2","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","17815     SE 144TH                     ST      98059","17815","   ","SE","144TH                    ","ST  ","  ","98059"
"639799","10","SFR+AADU+DADU","2","3","3","1448","1702","4","3","0","4","5","3","2024","2024","100","N","N","Y","2","N","1","1035      NE 98TH                      ST      98115","1035 ","   ","NE","98TH                     ","ST  ","  ","98115"
"639809","10","","3","1","3","1609","6678","3","3","0","4","4","3","1961","1961","100","N","N","Y","2","N","1","10238     NE 112TH                     ST      98033","10238","   ","NE","112TH                    ","ST  ","  ","98033"
"639810","10","SFR+DADU","2","2","2","1218","4006","4","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","12036     N  PARK                      AVE  N  98133","12036","   ","N ","PARK                     ","AVE ","N ","98133"
"639813","10","3 det sfr","3","2","3","1675","4040","4","3","0","4","5","3","2024","2024","100","N","N","Y","2","N","1","10931     NE 133RD                     ST      98034","10931","   ","NE","133RD                    ","ST  ","  ","98034"
"639816","10","SFR+DADU","2","2","2","2294","4472","4","3","0","4","6","3","2024","2024","100","N","N","Y","2","N","1","11348        23RD                      AVE  NE 98125","11348","   ","  ","23RD                     ","AVE ","NE","98125"
"639817","10","SFR+DADU","2","2","2","1259","5242","3","3","0","4","4","3","2024","2024","75","N","N","Y","2","N","1","13026        30TH                      AVE  NE 98125","13026","   ","  ","30TH                     ","AVE ","NE","98125"
"639841","1","","2","0","6","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","11825        59TH                      AVE  S  98178","11825","   ","  ","59TH                     ","AVE ","S ","98178"
"639845","10","SFR+DADU","2","2","2","1490","3990","3","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","11502        DAYTON                    AVE  N  98133","11502","   ","  ","DAYTON                   ","AVE ","N ","98133"
"639850","1","Townhouses","1","3","6","1142","832","4","3","100","4","4","3","2023","2023","100","N","N","N","2","N","1","1910      S  GRAND                     ST      ","1910 ","   ","S ","GRAND                    ","ST  ","  ",""
"639871","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"639874","10","SFR+DADU","2","2","2","844","2607","4","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","13333        25TH                      AVE  NE ","13333","   ","  ","25TH                     ","AVE ","NE",""
"639875","1","","1","0","2","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","13055     NE 113TH                     ST      98033","13055","   ","NE","113TH                    ","ST  ","  ","98033"
"639878","1","","0","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","             124TH                     AVE  NE 98033","     ","   ","  ","124TH                    ","AVE ","NE","98033"
"639879","1","","0","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","14025        23RD                      AVE  NE 98125","14025","   ","  ","23RD                     ","AVE ","NE","98125"
"639882","1","","0","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","1733      NE 89TH                      ST      98115","1733 ","   ","NE","89TH                     ","ST  ","  ","98115"
"639883","1","","1","0","2","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","1852         MARKET                    ST      98033","1852 ","   ","  ","MARKET                   ","ST  ","  ","98033"
"639886","1","","1","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","12333        40TH                      AVE  NE 98125","12333","   ","  ","40TH                     ","AVE ","NE","98125"
"639893","1","","1","0","2","1","0","3","0","0","4","4","3","2025","0","0"," "," "," ","0"," ","0","13017     NE 113TH                     ST      98033","13017","   ","NE","113TH                    ","ST  ","  ","98033"
"639957","10","","0","0","2","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","101       N  51ST                      ST      98103","101  ","   ","N ","51ST                     ","ST  ","  ","98103"
"639959","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"639961","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"642080","4","26 Res Units + 2 Coml Units","1","5","26","908","445","3","4","0","2","6","3","2006","2006","100","Y","Y","N","2","N","1","4123         CALIFORNIA                AVE  SW 98116","4123 ","   ","  ","CALIFORNIA               ","AVE ","SW","98116"
"642400","1","","0","0","3","1","0","0","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","          W  THURMAN                   ST      98199","     ","   ","W ","THURMAN                  ","ST  ","  ","98199"
"643450","1","2 UNIT CONDO","1","3","2","1238","2200","3","3","100","4","6","5","1952","2003","100","N","N","Y","2","Y","1","916       W  EMERSON                   ST      98119","916  ","   ","W ","EMERSON                  ","ST  ","  ","98119"
"639885","1","","1","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","1514      NE 97TH                      ST      98115","1514 ","   ","NE","97TH                     ","ST  ","  ","98115"
"639887","1","","1","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","12331        40TH                      AVE  NE 98125","12331","   ","  ","40TH                     ","AVE ","NE","98125"
"639955","1","","0","0","3","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","10708        19TH                      AVE  NE 98125","10708","   ","  ","19TH                     ","AVE ","NE","98125"
"639963","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"639964","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
