"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"864800","1","Flats & Townhouses","6","2","24","1064","5900","3","4","0","4","4","4","1984","1984","100","N","N","Y","2","N","1","4920      SW 318TH                     ST      98023","4920 ","   ","SW","318TH                    ","ST  ","  ","98023"
"864980","1","Flats","5","3","96","871","1882","3","3","0","4","4","4","1984","1990","100","N","N"," ","2","Y","1","25131        98TH                      PL   S  98030","25131","   ","  ","98TH                     ","PL  ","S ","98030"
"864985","1","Flats","15","3","203","754","1921","3","3","0","4","4","3","1986","2006","100","N","N","Y","2","Y","1","14116     NE 181ST                     PL      98072","14116","   ","NE","181ST                    ","PL  ","  ","98072"
"865900","1","TH & FLATS","2","3","18","895","556","3","3","0","4","4","4","1907","1959","100","N","N","N","1","Y","1","630          13TH                      AVE  E  98102","630  ","   ","  ","13TH                     ","AVE ","E ","98102"
"866345","1","FLATS & TOWNHOUSES","1","4","12","895","840","3","3","0","4","4","4","1969","1987","100","N","N","Y","1","Y","1","414          13TH                      AVE  E  98102","414  ","   ","  ","13TH                     ","AVE ","E ","98102"
"866485","1","41 Res Condo","2","3","41","1140","2038","4","3","36","4","5","4","1982","2004","100","Y","Y","Y","2","Y","1","408          2ND                       AVE  S  98033","408  ","   ","  ","2ND                      ","AVE ","S ","98033"
"866487","1","DevelopmentRights TH Project","11","4","22","12670","12670","3","3","0","4","6","0","2018","2018","18"," "," "," ","2"," ","1","","     ","   ","","                         ","","",""
"866489","1","Townhouse Project","25","4","121","2001","0","3","3","0","4","6","3","2019","2019","100","N","N","N","2","N","1","1048         7TH                       AVE  NE 98039","1048 ","   ","  ","7TH                      ","AVE ","NE","98039"
"866491","1","TOWNHOUSE CONDO UNITS","13","4","81","1750","955","3","3","0","4","5","3","2021","2022","100","N","N","N","2","N","1","2349      N  147TH                     ST      ","2349 ","   ","N ","147TH                    ","ST  ","  ",""
"866497","4","Flats","1","6","100","690","218","3","4","0","4","5","3","2007","2007","100","Y","Y","N","2","N","1","1414         12TH                      AVE     98122","1414 ","   ","  ","12TH                     ","AVE ","  ","98122"
"866917","1","Townhouses","10","2","85","1382","22795","3","3","0","4","4","3","2008","2008","100","N","N","Y","2","N","1","5100         L                         ST   NE 98002","5100 ","   ","  ","L                        ","ST  ","NE","98002"
"866920","1","Condo Conversion in 04/2007","6","3","180","980","11680","3","3","0","4","5","3","1995","2007","100","Y","N","Y","2","Y","1","7711      NE 175TH                     ST      98028","7711 ","   ","NE","175TH                    ","ST  ","  ","98028"
"866930","1","TOWNHOUSES","28","2","28","2559","9942","3","4","0","4","6","3","2014","2015","100","N","N","Y","2","N","1","13508     SE 81ST                      PL      ","13508","   ","SE","81ST                     ","PL  ","  ",""
"866960","1","10 Unit Townhouse Condo","2","2","10","1700","1829","3","3","0","4","4","3","2005","2005","100","N","N","Y","2","N","1","7121      NE 175TH                     ST      ","7121 ","   ","NE","175TH                    ","ST  ","  ",""
"867750","1","3 UNIT CONDO - SFR","3","3","3","2740","7038","3","3","0","4","5","3","2018","2018","100","N","N","Y","2","N","1","18919        16TH                      AVE  NE ","18919","   ","  ","16TH                     ","AVE ","NE",""
"867880","1","Single Family Detached Houses","25","3","25","3127","7525","4","4","0","4","6","3","2014","2014","100","N","N","Y","2","N","1","17325        121ST                     PL   NE 98011","17325","   ","  ","121ST                    ","PL  ","NE","98011"
"867900","4","2 COML + 16 RES CONDO UNITS","1","3","18","1056","1151","3","3","0","4","5","3","2000","2000","100","Y","Y","Y","2","N","1","5000         30TH                      AVE  NE 98105","5000 ","   ","  ","30TH                     ","AVE ","NE","98105"
"868120","2","5 UNIT CONDO","2","2","5","968","1832","3","3","0","4","4","3","1981","1998","100","N","N","Y","2","N","1","14300        STONE                     AVE  N  98133","14300","   ","  ","STONE                    ","AVE ","N ","98133"
"868220","1","15 UNIT CONDO","3","2","15","1231","3746","3","3","0","4","4","4","1981","1981","100","N","N","Y","2","N","1","11226     NE 68TH                      ST      98033","11226","   ","NE","68TH                     ","ST  ","  ","98033"
"868240","1","Townhouses","4","2","43","1093","1565","2","3","0","4","3","3","1978","1978","100","N","Y"," ","2","N","1","1040      S  320TH                     ST      98003","1040 ","   ","S ","320TH                    ","ST  ","  ","98003"
"868400","4","116 Res, 1 Gar Unit & 3 Coml Units","1","6","116","756","223","3","3","0","4","5","3","2006","2007","100","Y","Y","N","2","N","1","3104         WESTERN                   AVE     98121","3104 ","   ","  ","WESTERN                  ","AVE ","  ","98121"
"868600","1","24 FLAT UNITS","1","8","24","858","589","3","3","0","2","4","5","1963","1990","100","Y","Y","N","1","Y","1","507       W  MERCER                    ST      98119","507  ","   ","W ","MERCER                   ","ST  ","  ","98119"
"872500","1","FLATS & TOWNHOUSE","1","3","7","1065","1257","3","4","0","4","6","5","1929","2002","100","N","Y","N","1","Y","1","1201      E  JOHN                      ST      98102","1201 ","   ","E ","JOHN                     ","ST  ","  ","98102"
"872570","5"," 88 unit affordable apartment units","1","3","88","576","330","3","4","0","4","4","4","2015","2015","100","Y","Y","N","2"," ","1","1620         12TH                      AVE     98122","1620 ","   ","  ","12TH                     ","AVE ","  ","98122"
"872603","10","SFR+DADU","2","2","2","1685","2553","4","3","0","4","4","3","2024","2024","100","N","N","Y","2","N","1","1214      NE 98TH                      ST      98115","1214 ","   ","NE","98TH                     ","ST  ","  ","98115"
"872604","10","SFR+AADU+AADU","6","3","6","1569","1596","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","1211      NE 97TH                      ST      98115","1211 ","   ","NE","97TH                     ","ST  ","  ","98115"
"872641","1","","0","0","2","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","2111      SW THISTLE                   ST      98106","2111 ","   ","SW","THISTLE                  ","ST  ","  ","98106"
"872655","1","","1","0","3","1","0","1","0","0","4","4","3","2025","0","0"," "," "," ","0"," ","0","2710         5TH                       AVE  W  98119","2710 ","   ","  ","5TH                      ","AVE ","W ","98119"
"863588","10","SFR+DADU","2","2","2","1515","2588","4","3","0","4","4","3","2024","2024","100","N","N","Y","2","N","1","3823         41ST                      AVE  SW 98116","3823 ","   ","  ","41ST                     ","AVE ","SW","98116"
"863592","1","","0","0","2","1","0","3","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","3036      NE 90TH                      ST      98115","3036 ","   ","NE","90TH                     ","ST  ","  ","98115"
"863600","1","2 townhouse units -- ""built green""","2","3","2","2903","2885","3","4","0","4","7","3","2015","2015","100","N","N","Y","2","N","1","324          10TH                      AVE  S  98033","324  ","   ","  ","10TH                     ","AVE ","S ","98033"
"863660","1","340 3rd Ave S - Townhouse (Triplex)","1","4","3","2787","2335","4","4","0","4","6","3","2022","2022","100","N","N","Y","2","N","1","340          3RD                       AVE  S  ","340  ","   ","  ","3RD                      ","AVE ","S ",""
"863665","10","ADU/DADU 3-Units","2","2","3","1380","1301","4","3","0","4","5","3","2023","2023","100","N","N","N","2","N","1","340          17TH                      AVE  E  ","340  ","   ","  ","17TH                     ","AVE ","E ",""
"863685","10","SFR+AADU+DADU","2","3","3","1294","1616","4","3","0","4","4","3","2022","2022","100","N","N","N","2","N","1","359       NW 47TH                      ST      98107","359  ","   ","NW","47TH                     ","ST  ","  ","98107"
"863691","10","SFR+DADU (X 2)","4","3","4","1806","4000","4","3","0","4","5","3","2023","2023","100","N","N","Y","2","N","1","3216      NE 96TH                      ST      98115","3216 ","   ","NE","96TH                     ","ST  ","  ","98115"
"863705","10","SFR + AADU + DADU","2","3","3","1536","1667","4","3","100","4","5","3","2023","2023","100","N","N","Y","2","N","1","3313      S  DEARBORN                  ST      ","3313 ","   ","S ","DEARBORN                 ","ST  ","  ",""
"863713","10","SFR+AADU+DADU","2","3","3","1545","2156","4","3","0","4","4","3","2024","2024","100","N","N","N","2","N","1","3408         49TH                      AVE  SW 98116","3408 ","   ","  ","49TH                     ","AVE ","SW","98116"
"863716","10","SFR+DADU","2","3","2","1835","2520","3","3","0","4","5","3","2024","2024","100","N","N","Y","2","N","1","311       NW 100TH                     ST      98177","311  ","   ","NW","100TH                    ","ST  ","  ","98177"
"863738","1","","1","3","3","1","0","1","0","0","4","4","3","2025","2025","0"," "," "," ","0"," ","0","3450         37TH                      AVE  SW 98126","3450 ","   ","  ","37TH                     ","AVE ","SW","98126"
"863740","10","SFR+AADU+DADU","2","3","3","1524","1879","4","3","0","4","5","3","2023","2023","100","N","N","Y","2","N","1","302          32ND                      AVE  E  ","302  ","   ","  ","32ND                     ","AVE ","E ",""
"864143","10","SFR+DADU","2","2","2","2221","3088","4","3","0","4","4","3","2023","2022","100","N","N","Y","2","N","1","3641         48TH                      AVE  SW 98116","3641 ","   ","  ","48TH                     ","AVE ","SW","98116"
"864145","10","SFR + AADU + DADU","2","2","3","1878","2937","3","3","0","4","4","3","2023","2023","100","N","N","Y","2","N","1","3811      SW BARTON                    ST      98126","3811 ","   ","SW","BARTON                   ","ST  ","  ","98126"
"864147","10","SFRs+DADUs","5","2","5","840","1321","4","3","0","4","4","3","2022","2022","100","N","N","N","2","N","1","3934      S  EDMUNDS                   ST      98118","3934 ","   ","S ","EDMUNDS                  ","ST  ","  ","98118"
"864410","2","Regency Wood Apts (Formerly condos)","6","3","53","874","1785","3","3","0","4","6","4","1968","2004","100","N","N","N","1","N","0","1825         GRANT                     AVE  S  98055","1825 ","   ","  ","GRANT                    ","AVE ","S ","98055"
"864415","1","30 UNIT CONDO","7","2","30","1115","5460","3","3","0","4","4","3","1993","1993","100","N","N"," ","2","N","1","601          12TH                      AVE  NW 98027","601  ","   ","  ","12TH                     ","AVE ","NW","98027"
"865165","1","Townhomes","25","3","132","1594","3812","3","3","42","4","5","3","2023","2023","54","N","N","Y","2","N","1","1931      SE 12TH                      ST      ","1931 ","   ","SE","12TH                     ","ST  ","  ",""
"865190","1","10 UNIT CONDO","1","3","10","1092","2214","3","3","0","4","4","3","1978","1985","100","N","N","Y","2","N","1","12009        100TH                     AVE  NE 98034","12009","   ","  ","100TH                    ","AVE ","NE","98034"
"865410","5","280 Res Units w amenities over pkg","2","6","280","807","0","3","3","0","4","4","3","2022","2022","100","Y","Y","N","2"," ","0","16255     NE 87TH                      ST      98052","16255","   ","NE","87TH                     ","ST  ","  ","98052"
"866150","1","12 Flats & 1 Townhouse","1","3","13","883","962","3","3","0","4","4","3","2001","2005","100","N","Y","Y","2","N","1","11424        1ST                       AVE  S  98168","11424","   ","  ","1ST                      ","AVE ","S ","98168"
"866316","1","TH & Flats","14","3","54","777","1644","4","3","0","4","4","4","1979","1979","100","N","N","Y","2","N","1","3305         127TH                     PL   SE 98005","3305 ","   ","  ","127TH                    ","PL  ","SE","98005"
"866430","1","FLATS & TOWNHOUSES","7","3","40","1058","2558","3","4","0","4","5","4","1989","1989","100","N","N","Y","2","Y","1","3018         128TH                     AVE  SE 98005","3018 ","   ","  ","128TH                    ","AVE ","SE","98005"
"866488","1","39 UNIT TOWNHOUSE CONDO","12","3","39","1797","1706","3","4","0","4","6","3","2017","2017","100","N","N","Y","2","N","1","6512         32ND                      AVE  NE 98115","6512 ","   ","  ","32ND                     ","AVE ","NE","98115"
"866910","1","Flats + TH","8","2","24","1467","0","4","4","0","4","4","3","2007","2007","100","N","Y","Y","2","N","1","21900     SE 242ND                     ST      98038","21900","   ","SE","242ND                    ","ST  ","  ","98038"
"867035","5","Duplex Condo - 1 Com'l, 1 Housing","1","6","50","407","190","3","3","0","4","4","3","2003","2007","100","Y","Y","N","1","N","3","2313         3RD                       AVE     98121","2313 ","   ","  ","3RD                      ","AVE ","  ","98121"
"867045","4","8-COMMERCIAL-8 RESIDENTIAL CONDO","1","3","16","1097","600","3","4","0","3","6","5","1913","1980","100","N","Y","Y","2","Y","1","611          POST                      AVE     98104","611  ","   ","  ","POST                     ","AVE ","  ","98104"
"860708","10","SFR+AADU+DADU","3","3","3","1358","1602","4","3","0","4","4","3","2023","2023","100","N","N","N","2","N","1","3235         61ST                      AVE  SW 98116","3235 ","   ","  ","61ST                     ","AVE ","SW","98116"
"861460","1","12 unit condo","3","2","12","2000","5000","3","4","0","4","5","4","1999","2000","100","N","N","Y","2","N","1","381          12TH                      AVE  NW 98027","381  ","   ","  ","12TH                     ","AVE ","NW","98027"
